Date,ASML_Direct_Momentum_Fixed_Cumulative,ASML_Direct_Momentum_Fixed_Returns,ASML_w/_Supplier_Confirmation_Cumulative,ASML_w/_Supplier_Confirmation_Returns,Adaptive_Momentum_Cumulative,Adaptive_Momentum_Returns,ASML_Buy_and_Hold_Benchmark_Cumulative,ASML_Buy_and_Hold_Benchmark_Returns
2022-08-09,0.8185333939271379,-0.055242212109644306,0.8185333939271379,-0.055242212109644306,0.7828619048787333,-0.055242212109644306,0.7944701183677377,-0.055242212109644306
2022-08-10,0.8562596680942666,0.04609008556893035,0.8562596680942666,0.04609008556893035,0.8189440770632499,0.04609008556893035,0.831087314105265,0.04609008556893035
2022-08-11,0.850753636854755,-0.006430328841443678,0.850753636854755,-0.006430328841443678,0.8136779973449806,-0.006430328841443678,0.825743149379616,-0.006430328841443678
2022-08-12,0.8712505664787673,0.024092673526250996,0.8712505664787673,0.024092673526250996,0.8332816756905069,0.024092673526250996,0.8456375094941574,0.024092673526250996
2022-08-15,0.8697077622680798,-0.00177079277769987,0.8697077622680798,-0.00177079277769987,0.8318061065174045,-0.00177079277769987,0.8441400606997931,-0.00177079277769987
2022-08-16,0.8572127613308997,-0.01436689596123042,0.8572127613308997,-0.01436689596123042,0.8198556347251528,-0.01436689596123042,0.8320123882710124,-0.01436689596123042
2022-08-17,0.8429936457560514,-0.016587615369575093,0.8429936457560514,-0.016587615369575093,0.8062561847977531,-0.016587615369575093,0.8182112867916513,-0.016587615369575093
2022-08-18,0.8490747308537353,0.007213678452143046,0.8490747308537353,0.007213678452143046,0.8120722576649357,0.007213678452143046,0.8241135999204805,0.007213678452143046
2022-08-19,0.8248110176241474,-0.028576652146026005,0.8248110176241474,-0.028576652146026005,0.7888659512402069,-0.028576652146026005,0.8005631922467437,-0.028576652146026005
2022-08-22,0.7867061806101334,-0.046198263844455245,0.7867061806101334,-0.046198263844455245,0.7524217138869046,-0.046198263844455245,0.7635785626671693,-0.046198263844455245
2022-08-23,0.7952984389155215,0.01092181365439937,0.7952984389155215,0.01092181365439937,0.7606395236355011,0.01092181365439937,0.7719182254391143,0.01092181365439937
2022-08-24,0.7948293636192616,-0.0005898104073982502,0.7948293636192616,-0.0005898104073982502,0.7598788841118657,-0.001,0.7714629400360898,-0.0005898104073982502
2022-08-25,0.816460934847081,0.02721536498012589,0.816460934847081,0.02721536498012589,0.7598788841118657,0.0,0.792458585517813,0.02721536498012589
2022-08-26,0.771382641835975,-0.055211818578373206,0.771382641835975,-0.055211818578373206,0.7598788841118657,-0.0,0.7487055058633293,-0.055211818578373206
